0.734776	-0.956815
0.555618	-0.7833
0.44725	-0.953992
0.580835	-0.929244
0.465135	-0.815344
0.428748	-0.538165
0.359005	-0.724031
0.313142	-0.97058
0.284706	-0.825218
-0.0382779	-0.74005
0.0349285	-0.806155
0.0594488	-0.606221
-0.0580865	-0.809912
-0.0640394	-0.654026
0.048052	-0.787086
0.0190499	-0.553238
0.252848	-0.500766
-0.00890791	-0.908583
-0.00160714	-0.71132
0.0784655	-0.529451
0.0443123	-0.625439
-0.136305	-0.504207
-0.0637473	-0.668705
-0.0701159	-0.719609
-0.192377	-0.629394
-0.102449	-0.637363
0.0339258	-0.579856
0.0289694	-0.801649
0.00127304	-0.768185
-0.1177	-0.692724
-0.124174	-0.728939
0.216475	-0.677754
0.179793	-0.642678
0.255104	-0.784621
0.17433	-0.65402
0.354524	-0.691763
0.555638	-0.707845
0.447466	-0.475827
0.525989	-0.62883
0.646664	-0.873811
0.340925	-0.862117
0.0626269	-1.06095
-0.156082	-0.877249
-0.243947	-0.661126
-0.207849	-0.921457
-0.25115	-0.772045
-0.387243	-0.866397
-0.516968	-0.595156
-0.201754	-0.883809
0.711709	-0.444077
0.907273	-0.595482
0.868335	-0.695858
0.749799	-0.79229
0.825474	-0.795587
0.981997	-0.781117
1.26941	-0.626563
1.04326	-0.646432
0.915956	-0.792694
0.829537	-0.830799
0.39746	-0.469649
0.0379526	-0.373662
0.42659	-0.14685
0.248998	-0.0484807
0.0399915	0.0215004
0.0780844	0.0927819
0.36565	0.0898528
0.466693	0.101186
0.531412	-0.0999345
0.467255	-0.532547
0.0637411	-0.600226
-0.0426584	-0.831139
-0.158549	-0.68413
-0.194066	-0.870283
-0.131529	-0.76713
-0.050924	-0.921391
-0.261335	-0.674614
-0.359201	-0.747949
-0.385075	-0.761959
-0.428453	-0.741321
-0.22282	-0.955242
1.1089	-0.466536
1.06328	-0.554236
0.887592	-0.689709
0.782482	-0.637992
0.810695	-0.681749
0.725401	-0.648866
0.719092	-0.676288
0.939403	-0.707055
1.00276	-0.694254
1.10136	-0.697303
1.34674	-0.679466
1.44011	-0.760321
1.27049	-0.614874
1.2466	-0.488074
1.1237	-0.624813
0.925893	-0.688752
0.973717	-0.683532
1.02352	-0.65506
0.856073	-0.666786
0.677369	-0.877262
0.731542	-0.632318
1.66485	-0.102869
1.65947	-0.373764
1.60202	-0.422751
1.78524	-0.505725
1.86608	-0.549145
1.75724	-0.446028
1.41502	-0.242272
1.0776	-0.472926
0.975698	-0.459424
1.08542	-0.534341
1.41973	-0.526177
1.70453	-0.490349
1.54154	-0.474269
1.52917	-0.356311
1.68678	-0.354127
1.61327	-0.150628
1.3103	0.130207
0.860574	0.0301917
0.0905236	-0.485159
0.387628	-0.449587
1.51251	-0.367813
0.796773	-0.0845863
0.252513	0.0100049
0.844811	-0.288429
1.21592	-0.699537
1.3596	-0.830107
1.07383	-0.470459
1.58302	-0.54758
1.6623	-0.362803
1.66453	-0.503789
1.51605	-0.549086
1.55516	-0.656949
1.55018	-0.878528
1.47153	-0.845423
1.44262	-0.459639
1.31081	-0.0599989
1.56137	0.0449392
1.58532	0.137276
1.62693	0.200099
1.62606	0.264919
1.59917	0.452493
1.61907	0.554716
1.6555	0.511519
1.54221	0.46416
1.48585	0.242819
1.49848	-0.101476
1.32091	-0.3972
1.13321	-0.58739
1.06008	-0.829428
0.954248	-0.842013
0.718288	-0.590966
0.697251	-0.285841
1.37957	-0.09696
1.66383	-0.208562
1.78197	-0.155717
1.67145	0.0131231
1.19584	0.139287
0.664688	-0.165843
0.462891	-0.0328284
0.364682	-0.10344
0.470661	-0.249025
0.664498	-0.338791
1.46575	-0.257879
1.53078	-0.14393
1.46921	-0.239404
1.43777	-0.362962
1.43876	-0.113332
1.45814	-0.0629989
1.0686	-0.333764
1.13861	-0.380403
1.04871	-0.397946
0.960561	-0.569702
0.5467	-0.621186
0.520031	-0.543877
0.159405	-0.828282
0.208644	-0.892552
0.158772	-0.68785
0.50912	-0.16811
0.499941	-0.0751203
0.208451	-0.0437016
0.429513	-0.131988
0.918527	-0.372473
0.37566	-0.112691
0.586687	-0.0861394
0.95602	-0.333434
1.03081	-0.454517
0.909856	-0.441019
0.671619	-0.610032
0.757012	-0.571412
0.285477	-0.473687
0.220284	-0.385947
-0.455786	-0.252402
-0.257503	-0.715497
0.022567	-0.33816
0.919231	-0.138925
