-0.734776	1.22676
-0.555618	0.937656
-0.44725	1.05401
-0.580835	1.09793
-0.465135	0.92352
-0.428748	0.630078
-0.359005	0.788473
-0.313142	1.01961
-0.284706	0.865747
0.0382779	0.740783
-0.0349285	0.806765
-0.0594488	0.607988
0.0580865	0.811599
0.0640394	0.656076
-0.048052	0.78824
-0.0190499	0.553419
-0.252848	0.532732
0.00890791	0.908623
0.00160714	0.711321
-0.0784655	0.532529
-0.0443123	0.62642
0.136305	0.513497
0.0637473	0.670737
0.0701159	0.722067
0.192377	0.647899
0.102449	0.642611
-0.0339258	0.580431
-0.0289694	0.802069
-0.00127304	0.768185
0.1177	0.699651
0.124174	0.736648
-0.216475	0.701185
-0.179793	0.65884
-0.255104	0.81716
-0.17433	0.669216
-0.354524	0.754606
-0.555638	0.862211
-0.447466	0.57594
-0.525989	0.767163
-0.646664	1.0829
-0.340925	0.920232
-0.0626269	1.06291
0.156082	0.88943
0.243947	0.690882
0.207849	0.943058
0.25115	0.803583
0.387243	0.941375
0.516968	0.728784
0.201754	0.904161
-0.711709	0.697342
-0.907273	1.00705
-0.868335	1.07286
-0.749799	1.07339
-0.825474	1.13629
-0.981997	1.26328
-1.26941	1.43226
-1.04326	1.19063
-0.915956	1.21218
-0.829537	1.17486
-0.39746	0.548636
-0.0379526	0.374382
-0.42659	0.237839
-0.248998	0.0794807
-0.0399915	-0.0207007
-0.0780844	-0.0897333
-0.36565	-0.0230028
-0.466693	0.00771518
-0.531412	0.241134
-0.467255	0.64171
-0.0637411	0.602257
0.0426584	0.832048
0.158549	0.696699
0.194066	0.889114
0.131529	0.77578
0.050924	0.922688
0.261335	0.708762
0.359201	0.812462
0.385075	0.836101
0.428453	0.833107
0.22282	0.980066
-1.1089	1.08136
-1.06328	1.11951
-0.887592	1.08362
-0.782482	0.944132
-0.810695	1.01036
-0.725401	0.911969
-0.719092	0.934835
-0.939403	1.14829
-1.00276	1.19702
-1.10136	1.3038
-1.34674	1.58632
-1.44011	1.79728
-1.27049	1.42194
-1.2466	1.26507
-1.1237	1.25617
-0.925893	1.11739
-0.973717	1.15759
-1.02352	1.17885
-0.856073	1.03322
-0.677369	1.10668
-0.731542	0.899895
-1.66485	1.48873
-1.65947	1.75068
-1.60202	1.70599
-1.78524	2.09927
-1.86608	2.29028
-1.75724	1.98997
-1.41502	1.24342
-1.0776	1.05354
-0.975698	0.935417
-1.08542	1.1234
-1.41973	1.534
-1.70453	1.94306
-1.54154	1.66244
-1.52917	1.52549
-1.68678	1.77675
-1.61327	1.45195
-1.3103	0.728231
-0.860574	0.340102
-0.0905236	0.489256
-0.387628	0.524715
-1.51251	1.51166
-0.796773	0.40201
-0.252513	0.0218766
-0.844811	0.645282
-1.21592	1.43876
