-14.3643	1.81522
-15.1103	-4.12936
-12.165	1.44023
-15.6707	-4.05143
-10.3201	-1.83487
-13.1651	-8.28763
-12.0752	-5.60982
-13.52	-2.77334
-13.3802	-1.65049
-10.0129	-4.59908
-8.57317	-3.98684
-8.39855	-3.38894
-11.6965	-4.04764
-12.5049	-7.55306
-12.5708	-6.84385
-11.3	-8.75163
-11.79	-9.65235
-13.9483	-6.77216
-10.64	-4.24112
-8.09393	-3.94954
-8.88678	-4.08214
-7.74274	-6.92431
-8.85761	-5.84984
-9.21922	-6.08327
-11.1446	-7.45395
-9.26964	-3.77479
-10.8387	-7.60778
-9.92482	-4.84817
-10.3499	-7.47505
-9.90184	-5.86606
-9.5723	-6.85177
-11.8964	-4.81394
-11.3273	-8.4708
-14.0781	-8.22808
-11.9755	-10.0273
-9.84062	-6.60675
-9.25448	0.0460913
-10.443	-3.74009
-11.6965	0.137355
-13.4472	2.50039
-8.95823	2.24832
-13.3245	2.19176
-12.2311	-2.74184
-10.745	-5.39119
-10.2343	-1.38669
-11.8059	-1.65647
-12.0796	-1.38549
-7.20656	-6.43358
-7.64602	-0.797514
-3.3015	-2.95228
-7.63793	-7.43775
-8.94388	-7.26088
-7.34881	-6.10716
-6.55767	-4.33885
-5.60646	-0.297609
-3.51172	2.92579
0.025527	6.16209
-2.64809	4.91417
-1.50865	2.98804
-6.71682	-4.01531
-10.0831	-11.3806
5.2612	-4.79113
4.80166	-7.61724
6.297	-8.38761
8.29009	-8.31356
8.86707	-4.81349
9.04914	-3.33788
7.22509	1.99834
-0.432822	7.35453
-2.11574	2.79379
-9.10957	1.37139
-9.84946	-3.17176
-11.8982	-3.14295
-14.4145	-5.73455
-12.0379	-2.14617
-9.57319	-8.12713
-8.35097	-4.70694
-9.776	-2.31183
-8.13076	-4.4363
-10.8393	-1.80733
-10.3242	-7.30711
-13.6564	-11.1296
-13.3736	-11.9693
-12.6495	-13.0053
-12.4958	-12.2757
-12.7407	-13.8876
-15.0556	-15.6556
-15.7018	-14.0011
-16.1009	-13.4273
-15.752	-12.582
-19.0511	-12.3314
-17.2128	-6.30654
-10.7711	-3.36936
-10.136	-4.6263
-13.3543	-9.29625
-12.4058	-7.77542
-13.1465	-8.09164
-13.4948	-6.53725
-11.5355	-8.15866
-12.7588	-2.35986
-9.69875	-1.68765
-5.80167	2.23027
-3.82377	5.50231
-4.76634	6.24666
-6.70184	7.08557
-7.18134	7.77186
-9.16957	7.03711
-11.281	0.663331
-10.0573	-1.33064
-9.13065	-3.17685
-8.71165	-4.06434
-10.3389	-0.996126
-8.02975	3.8098
-0.264064	5.11338
0.21653	2.3709
-0.301878	2.96763
0.0105612	2.06349
2.23748	-2.0083
-3.63799	-2.08668
-4.64684	-2.23323
-6.81604	-2.51617
-13.2454	-4.02128
-8.75803	-9.08064
-2.65857	-4.50494
-10.6398	-8.49416
-13.8221	-4.81798
-13.5208	-1.62193
-7.43515	0.873014
-7.95545	4.97668
-4.01624	3.58823
-4.56486	3.93475
-5.16523	2.93244
-7.0624	4.08917
-17.3382	1.66403
-18.7234	-2.25738
-17.5976	-7.11506
-14.8636	-11.411
-15.4459	-11.9798
-13.7228	-12.3335
-12.5545	-12.7489
-11.573	-12.7808
-10.698	-16.4625
-10.9312	-19.1906
-14.7978	-19.2764
-17.6883	-20.1954
-20.5986	-18.3855
-22.8787	-14.6691
-22.1339	-10.0395
-20.6902	-8.02329
-18.6643	-5.80771
-15.1417	-5.03465
-9.90549	-8.068
-4.98982	-8.54274
-5.12776	1.60166
-4.97041	1.98154
-5.29549	0.997504
-4.06576	0.249664
-1.62255	-5.26033
-1.79569	-5.60443
-0.17762	-11.1775
0.0569401	-10.7613
-1.20352	-9.07332
-0.595133	-3.97503
-1.78528	4.54721
-2.88273	3.68891
-3.37732	5.9116
-3.94277	4.80996
-6.05431	-0.753128
-4.47686	1.09026
-8.86778	0.306745
-12.2718	-4.11852
-13.0674	-1.7939
-10.735	0.0960126
-12.6102	-1.73232
-8.90681	0.861908
-11.2148	-1.71578
-11.3299	-1.24405
-3.74145	2.86061
4.31117	-2.84671
3.65257	-4.56691
8.14896	-5.0588
7.77812	0.726233
1.00685	2.36809
1.18647	3.31026
-0.0555651	1.22438
-3.50638	3.84704
-6.18826	6.15491
-10.7693	1.10366
-12.1307	-3.25361
-12.6149	-2.91894
-11.2201	-5.79889
-11.7013	-8.14128
-6.23173	-5.66021
-10.3814	-2.79925
-11.5604	-9.69
-4.01205	-5.69632
-7.94656	-6.0459
-12.9449	-6.51149
-14.8421	-5.8248
-15.5026	-5.75639
-17.7259	-6.71386
-20.6124	-9.12472
-23.7874	-6.21506
-22.8268	-10.448
-22.5353	-11.5798
-23.6822	-12.6493
-23.2659	-13.4291
-21.9543	-15.0193
-19.7264	-15.6189
-19.3317	-11.5378
-22.506	-15.4949
-19.3925	-9.65775
-17.3435	-11.2688
-14.2438	-8.21336
-12.8978	-8.24151
-12.5779	-0.566619
-11.4824	2.65316
-11.6665	-0.433351
-10.6012	-3.50308
-13.0329	-2.84043
-11.587	-1.4194
-11.0121	-4.29298
-12.1178	-2.88682
-8.51642	-0.972217
-11.4659	-1.78447
-9.73616	-2.4902
-11.7583	-4.48004
-10.7359	-1.56562
-11.6101	-1.32991
-10.9681	2.01169
-12.313	-1.40564
-14.1883	-0.00643763
-10.522	-3.78735
-7.86934	1.65504
-13.9989	-1.89602
-10.6509	2.42266
-14.1399	-1.7492
-13.8908	0.155037
-11.8206	-1.00514
-10.2864	0.38571
-9.26001	-4.51286
-9.89324	-5.02469
-8.67375	-6.91458
-7.20576	-4.82626
-8.62336	-6.20661
-7.27651	-4.99322
-7.66183	-6.45823
-7.75126	-7.39362
-6.16859	-8.82955
-7.57306	-11.4268
-5.79308	-8.57346
